year,state,abbrev,combo1,combo2,total_population,total_male,total_female,age_under18,age_18to29,age_30to59,age_60over,race_white_nh,race_black,race_natamer,race_asian,race_hispanic,percent_male,percent_female,percent_under18,percent_age_18to29,percent_age_30to59,percent_age_60over,percent_race_white,percent_race_black,percent_race_natamer,percent_race_asian,percent_race_hispanic
1977,Arizona,AZ,Arizona_1977,AZ_1977,2434020,1197861,1236159,747233,521783,792653,372352,1675764,67915,136817,22232,387922,0.492132768,0.507867232,0.306995423,0.214370876,0.325655911,0.152978201,0.688475855,0.0279024,0.056210302,0.009133861,0.159375026
1978,Arizona,AZ,Arizona_1978,AZ_1978,2528752,1244555,1284197,761985,549484,825128,392155,1723705,69996,142674,23009,405515,0.492161746,0.507838254,0.301328481,0.217294539,0.326298506,0.155078473,0.681642565,0.027680057,0.056420717,0.009098955,0.160361712
1979,Arizona,AZ,Arizona_1979,AZ_1979,2623483,1291248,1332235,776736,577186,857604,411959,1771646,72078,148532,23785,423108,0.492188438,0.507811562,0.296070529,0.220007524,0.3268952,0.157027509,0.675303023,0.027474163,0.056616338,0.009066192,0.161277203
1980,Arizona,AZ,Arizona_1980,AZ_1980,2718215,1337942,1380273,791487,604887,890079,431762,1819587,74159,154390,24562,440701,0.492213456,0.507786544,0.291178954,0.222530962,0.327449815,0.158840268,0.669405106,0.027282242,0.056798303,0.009036077,0.162128824
1981,Arizona,AZ,Arizona_1981,AZ_1981,2812916,1385217,1427699,810450,615471,935244,451751,1865113,77796,159304,60905,465465,0.492448761,0.507551239,0.288117384,0.21880177,0.332482022,0.160598823,0.663053216,0.027656709,0.056633046,0.021651909,0.165474191
1982,Arizona,AZ,Arizona_1982,AZ_1982,2907618,1432492,1475126,829413,626055,980410,471739,1910640,81432,164217,97248,490228,0.492668569,0.507331431,0.285255147,0.215315423,0.337186659,0.162242427,0.657115206,0.02800643,0.056478189,0.033445934,0.16860124
1983,Arizona,AZ,Arizona_1983,AZ_1983,3002319,1479767,1522552,848377,636639,1025575,491728,1956165,85069,169131,133591,514992,0.492874675,0.507125325,0.282573904,0.212049086,0.341594281,0.163782729,0.651551351,0.028334431,0.056333454,0.044495938,0.171531406
1984,Arizona,AZ,Arizona_1984,AZ_1984,3097021,1527042,1569979,867340,647223,1070741,511716,2001691,88705,174045,169934,539756,0.493068016,0.506931984,0.280056222,0.208982438,0.34573256,0.165228457,0.646327874,0.02864204,0.056197552,0.054870148,0.174282318
1985,Arizona,AZ,Arizona_1985,AZ_1985,3191722,1574317,1617405,886303,657808,1115906,531705,2047217,92342,178959,206277,564520,0.493250039,0.506749961,0.277688032,0.20609815,0.349625061,0.166588757,0.641414572,0.028931718,0.056069733,0.064628749,0.176870041
1986,Arizona,AZ,Arizona_1986,AZ_1986,3286422,1621591,1664831,905266,668392,1161071,551694,2092744,95978,183872,242619,589283,0.493421417,0.506578583,0.275456408,0.203379846,0.353293338,0.167870712,0.636784929,0.029204405,0.055948993,0.073824664,0.179308379
1987,Arizona,AZ,Arizona_1987,AZ_1987,3381124,1668866,1712258,924229,678976,1206237,571682,2138270,99615,188786,278962,614047,0.493583199,0.506416801,0.273349632,0.200813694,0.356756215,0.16908046,0.632413955,0.029462096,0.055835278,0.082505699,0.181610317
1988,Arizona,AZ,Arizona_1988,AZ_1988,3475825,1716141,1759684,943193,689560,1251402,591671,2183795,103251,193700,315305,638811,0.493736307,0.506263693,0.271358023,0.198387433,0.360030209,0.170224623,0.628281056,0.029705466,0.055727777,0.090713715,0.183786871
1989,Arizona,AZ,Arizona_1989,AZ_1989,3570527,1763416,1807111,962156,700144,1296568,611659,2229322,106888,198613,351648,663574,0.493881155,0.506118845,0.269471705,0.196089821,0.363130709,0.171307765,0.624367775,0.029936197,0.055625682,0.098486302,0.185847635
1990,Arizona,AZ,Arizona_1990,AZ_1990,3665228,1810691,1854537,981119,710728,1341733,631648,2274848,110524,203527,387991,688338,0.494018653,0.505981347,0.267682938,0.193910993,0.366070815,0.172335254,0.620656614,0.030154741,0.055529151,0.105857262,0.187802232
1991,Arizona,AZ,Arizona_1991,AZ_1991,3811769,1885728,1926041,1019702,728476,1407954,655637,2305163,115359,208762,418766,749066,0.494712035,0.505287965,0.267514112,0.191112316,0.369370232,0.17200334,0.604748871,0.030263901,0.054767747,0.109861327,0.196514007
1992,Arizona,AZ,Arizona_1992,AZ_1992,3958309,1960764,1997545,1058285,746224,1474175,679626,2335477,120194,213997,449541,809794,0.49535395,0.50464605,0.267357854,0.188520906,0.372425447,0.171696045,0.590018869,0.030364987,0.054062732,0.113568951,0.204580794
1993,Arizona,AZ,Arizona_1993,AZ_1993,4104849,2035801,2069048,1096867,763972,1540396,703614,2365792,125029,219233,480317,870522,0.495950277,0.504049723,0.267212509,0.18611452,0.375262525,0.171410447,0.576340811,0.030458855,0.053408298,0.1170121,0.212071626
1994,Arizona,AZ,Arizona_1994,AZ_1994,4251389,2110837,2140552,1135450,781720,1606617,727603,2396106,129864,224468,511092,931250,0.49650526,0.50349474,0.267077419,0.183874023,0.377904021,0.171144772,0.563605448,0.030546252,0.052798744,0.120217651,0.219046058
1995,Arizona,AZ,Arizona_1995,AZ_1995,4397930,2185874,2212056,1174033,799468,1672838,751592,2426421,134699,229703,541867,991978,0.497023372,0.502976628,0.26695127,0.181782793,0.380369401,0.170896763,0.551718877,0.030627818,0.052229799,0.123209555,0.225555659
1996,Arizona,AZ,Arizona_1996,AZ_1996,4544471,2260911,2283560,1212616,817215,1739058,775581,2456736,139533,234938,572642,1052705,0.497508071,0.502491929,0.266833257,0.179826211,0.382675563,0.170664748,0.540598895,0.030703904,0.051697546,0.126008506,0.231645223
1997,Arizona,AZ,Arizona_1997,AZ_1997,4691011,2335947,2355064,1251199,834963,1805279,799570,2487051,144368,240173,603417,1113433,0.49796238,0.50203762,0.266722674,0.177992122,0.384837938,0.170447266,0.530173773,0.030775455,0.051198558,0.128632612,0.237354592
1998,Arizona,AZ,Arizona_1998,AZ_1998,4837551,2410984,2426567,1289781,852711,1871500,823558,2517365,149203,245409,634193,1174161,0.498389371,0.501610629,0.266618584,0.176269149,0.386869306,0.170242753,0.520380044,0.030842672,0.050730008,0.131097946,0.242718061
1999,Arizona,AZ,Arizona_1999,AZ_1999,4984091,2486020,2498071,1328364,870459,1937721,847547,2547680,154038,250644,664968,1234889,0.498791053,0.501208947,0.266520816,0.174647493,0.388781224,0.170050467,0.511162417,0.030905937,0.050288809,0.13341811,0.247766142
2000,Arizona,AZ,Arizona_2000,AZ_2000,5130632,2561057,2569575,1366947,888207,2003942,871536,2577994,158873,255879,695743,1295617,0.499169888,0.500830112,0.26642858,0.173118438,0.39058385,0.169869131,0.502471041,0.030965581,0.049872803,0.135605711,0.25252581
2001,Arizona,AZ,Arizona_2001,AZ_2001,5256771,2622534,2634237,1393154,906707,2114900,907662,2597392,168887,259944,721275,1355570,0.498886864,0.501113136,0.265020865,0.172483641,0.402319218,0.172665311,0.49410408,0.032127517,0.049449367,0.137208754,0.257871229
2002,Arizona,AZ,Arizona_2002,AZ_2002,5382909,2684010,2698899,1419360,925207,2225857,943787,2616790,178900,264009,746806,1415523,0.498617012,0.501382988,0.263678988,0.171878625,0.413504482,0.175330291,0.48612934,0.033234818,0.049045785,0.138736508,0.262966177
2003,Arizona,AZ,Arizona_2003,AZ_2003,5509048,2745487,2763561,1445567,943708,2336815,979913,2636187,188914,268074,772338,1475477,0.498359608,0.501640392,0.262398694,0.171301466,0.424177644,0.177873382,0.478519519,0.034291587,0.048660676,0.140194458,0.267827944
2004,Arizona,AZ,Arizona_2004,AZ_2004,5635186,2806963,2828223,1471774,962208,2447772,1016038,2655585,198927,272139,797869,1535430,0.498113638,0.501886362,0.261175762,0.170749998,0.434372885,0.180302478,0.471250638,0.035300876,0.048292816,0.141586986,0.272471929
2005,Arizona,AZ,Arizona_2005,AZ_2005,5761325,2868440,2892885,1497981,980708,2558730,1052164,2674983,208941,276204,823401,1595383,0.497878526,0.502121474,0.260006335,0.170222648,0.444121795,0.182625351,0.464299966,0.036266137,0.047941055,0.142918686,0.276912516
2006,Arizona,AZ,Arizona_2006,AZ_2006,5887463,2929917,2957546,1524187,999208,2669687,1088289,2694381,218954,280269,848933,1655336,0.497653573,0.502346427,0.258886892,0.169717924,0.453452871,0.18484855,0.457647207,0.037189873,0.047604376,0.144193348,0.281162871
2007,Arizona,AZ,Arizona_2007,AZ_2007,6013601,2991393,3022208,1550394,1017708,2780645,1124415,2713779,228968,284334,874464,1715289,0.497437891,0.502562109,0.257814577,0.169234374,0.462392666,0.186978651,0.451273538,0.038075024,0.04728182,0.14541437,0.28523492
2008,Arizona,AZ,Arizona_2008,AZ_2008,6139740,3052870,3086870,1576601,1036209,2891602,1160540,2733176,238981,288399,899996,1775243,0.497231153,0.502768847,0.256786281,0.168770827,0.470964894,0.189021033,0.445161521,0.038923635,0.04697251,0.14658536,0.289139768
2009,Arizona,AZ,Arizona_2009,AZ_2009,6265878,3114346,3151532,1602807,1054709,3002560,1196666,2752574,248995,292464,925527,1835196,0.497032658,0.502967342,0.255799267,0.168325812,0.479192222,0.190981376,0.439295818,0.039738246,0.046675661,0.147709068,0.292887286
2010,Arizona,AZ,Arizona_2010,AZ_2010,6392017,3175823,3216194,1629014,1073209,3113517,1232791,2771972,259008,296529,951059,1895149,0.496842077,0.503157923,0.254851325,0.167898333,0.487094606,0.192864162,0.43366155,0.040520543,0.046390521,0.148788559,0.296486852
2011,Arizona,AZ,Arizona_2011,AZ_2011,6518156,3237300,3280856,1655221,1091709,3224475,1268917,2791370,269022,300594,976591,1955102,0.496658871,0.503341129,0.253940071,0.1674874,0.49469129,0.19467423,0.42824535,0.041272716,0.046116417,0.14982627,0.299947102
2012,Arizona,AZ,Arizona_2012,AZ_2012,6644294,3298776,3345518,1681427,1110209,3335432,1305042,2810768,279035,304659,1002122,2015055,0.496482546,0.503517454,0.253063305,0.167092094,0.50199946,0.196415451,0.423034863,0.041996185,0.045852727,0.150824452,0.303276014
2013,Arizona,AZ,Arizona_2013,AZ_2013,6770433,3360253,3410180,1707634,1128710,3446390,1341168,2830165,289049,308724,1027654,2075009,0.496312865,0.503687135,0.252219319,0.166711642,0.50903539,0.198091909,0.418018316,0.042692838,0.045598856,0.151785565,0.306480989
2014,Arizona,AZ,Arizona_2014,AZ_2014,6896571,3421729,3474842,1733841,1147210,3557347,1377293,2849563,299062,312789,1053185,2134962,0.496149318,0.503850682,0.251406242,0.166344985,0.515813873,0.199706927,0.41318548,0.043363869,0.045354278,0.152711398,0.309568625
2015,Arizona,AZ,Arizona_2015,AZ_2015,7022710,3483206,3539504,1760048,1165710,3668305,1413419,2868961,309076,316854,1078717,2194915,0.495991718,0.504008282,0.250622338,0.165991476,0.522348922,0.201264042,0.408526196,0.04401093,0.04511848,0.153604093,0.312545299
2016,Arizona,AZ,Arizona_2016,AZ_2016,7148848,3544683,3604165,1786254,1184210,3779262,1449544,2888359,319089,320919,1104249,2254868,0.495839749,0.504160251,0.249865992,0.165650466,0.528653288,0.202766096,0.404031391,0.044635024,0.044891009,0.154465307,0.315416973
2017,Arizona,AZ,Arizona_2017,AZ_2017,7274986,3606159,3668827,1812461,1202710,3890220,1485670,2907757,329103,324984,1129780,2314821,0.495692913,0.504307087,0.249136012,0.16532128,0.534739173,0.204216201,0.399692453,0.045237613,0.044671426,0.155296519,0.318189066
2018,Arizona,AZ,Arizona_2018,AZ_2018,7401125,3667636,3733489,1838668,1221211,4001177,1521795,2927154,339116,329049,1155312,2374775,0.495551149,0.504448851,0.24843088,0.165003429,0.540617406,0.205616714,0.395501224,0.045819521,0.044459322,0.156099512,0.32086676
1970,Arkansas,AR,Arkansas_1970,AR_1970,1923295,932310,990985,655010,326844,606285,335156,1541557,352445,2014,2921,24358,0.48474623,0.51525377,0.34056658,0.169939609,0.315232453,0.174261359,0.801518748,0.183250619,0.001047161,0.001518748,0.012664724
1971,Arkansas,AR,Arkansas_1971,AR_1971,1959609,949548,1010061,656646,339407,619634,343921,1574604,354503,3088,3352,23713,0.48455993,0.51544007,0.335090316,0.173201389,0.316202875,0.175504909,0.803529684,0.180904966,0.001575825,0.001710545,0.012100883
1972,Arkansas,AR,Arkansas_1972,AR_1972,1995923,966786,1029137,658283,351971,632983,352686,1607652,356561,4163,3783,23067,0.484380409,0.515619591,0.329813825,0.176344979,0.317137986,0.176703209,0.805467946,0.178644667,0.002085752,0.001895364,0.011557059
1973,Arkansas,AR,Arkansas_1973,AR_1973,2032237,984023,1048214,659919,364534,646332,361452,1640699,358619,5237,4214,22422,0.484206812,0.515793188,0.324725413,0.179375732,0.318039677,0.177859177,0.807336447,0.176465147,0.002576963,0.002073577,0.011033162
1974,Arkansas,AR,Arkansas_1974,AR_1974,2068551,1001261,1067290,661556,377098,659681,370217,1673747,360677,6311,4645,21776,0.484039794,0.515960206,0.319816142,0.182300557,0.31890971,0.178974074,0.809139828,0.17436215,0.003050928,0.002245533,0.010527176
1975,Arkansas,AR,Arkansas_1975,AR_1975,2104865,1018499,1086366,663192,389661,673030,378982,1706794,362735,7386,5077,21131,0.483878539,0.516121461,0.315075789,0.185123987,0.319749723,0.180050502,0.810880508,0.172331717,0.003509014,0.002412031,0.010039124
1976,Arkansas,AR,Arkansas_1976,AR_1976,2141179,1035737,1105442,664828,402224,686379,387747,1739841,364793,8460,5508,20486,0.483722753,0.516277247,0.310496227,0.187851646,0.320561242,0.181090418,0.812562145,0.170370156,0.003951094,0.002572415,0.009567626
1977,Arkansas,AR,Arkansas_1977,AR_1977,2177493,1052975,1124518,666465,414788,699728,396512,1772889,366851,9534,5939,19840,0.483572163,0.516427837,0.30606987,0.190488787,0.321345694,0.182095649,0.814188151,0.16847402,0.00437843,0.002727448,0.009111396
1978,Arkansas,AR,Arkansas_1978,AR_1978,2213807,1070212,1143595,668101,427351,713077,405278,1805936,368909,10608,6370,19195,0.483426062,0.516573938,0.301788277,0.19303896,0.322104411,0.183068352,0.815760362,0.166640091,0.004791746,0.002877396,0.008670584
1979,Arkansas,AR,Arkansas_1979,AR_1979,2250121,1087450,1162671,669738,439915,726426,414043,1838984,370967,11683,6801,18549,0.483285121,0.516714879,0.297645327,0.195507264,0.322838638,0.184009216,0.817282271,0.164865356,0.005192165,0.003022504,0.008243557
1980,Arkansas,AR,Arkansas_1980,AR_1980,2286435,1104688,1181747,671374,452478,739775,422808,1872031,373025,12757,7232,17904,0.483148657,0.516851343,0.293633539,0.197896726,0.323549543,0.184920192,0.818755399,0.163146995,0.005579428,0.003163003,0.007830531
1981,Arkansas,AR,Arkansas_1981,AR_1981,2292864,1107527,1185337,666350,448839,751384,426291,1877315,373114,12759,8438,18101,0.483032138,0.516967862,0.290619069,0.195754742,0.327705437,0.185920752,0.818764218,0.162728361,0.005564656,0.003680114,0.007894494
1982,Arkansas,AR,Arkansas_1982,AR_1982,2299293,1110366,1188927,661325,445201,762992,429775,1882599,373202,12760,9645,18298,0.48291627,0.51708373,0.287621021,0.193625171,0.331837656,0.186916152,0.818772988,0.162311632,0.005549532,0.004194768,0.007958098
1983,Arkansas,AR,Arkansas_1983,AR_1983,2305722,1113204,1192518,656301,441562,774601,433258,1887882,373291,12762,10851,18496,0.482800615,0.517199385,0.284640126,0.191507042,0.335947265,0.187905567,0.818781275,0.161897662,0.005534926,0.004706118,0.008021782
1984,Arkansas,AR,Arkansas_1984,AR_1984,2312151,1116043,1196108,651277,437924,786209,436742,1893166,373380,12763,12058,18693,0.482686036,0.517313964,0.281675808,0.189401125,0.340033588,0.188889912,0.818789949,0.161485993,0.005519968,0.005215057,0.00808468
1985,Arkansas,AR,Arkansas_1985,AR_1985,2318580,1118882,1199698,646253,434285,797818,440225,1898450,373469,12765,13264,18890,0.482572092,0.517427908,0.278727928,0.187306455,0.34409768,0.189868368,0.818798575,0.161076607,0.005505525,0.005720743,0.008147228
1986,Arkansas,AR,Arkansas_1986,AR_1986,2325009,1121721,1203288,641228,430646,809426,443708,1903733,373557,12767,14470,19087,0.482458778,0.517541222,0.275795922,0.185223369,0.348138867,0.190841412,0.818806723,0.160669055,0.005491162,0.006223632,0.008209431
1987,Arkansas,AR,Arkansas_1987,AR_1987,2331438,1124560,1206878,636204,427008,821035,447192,1909017,373646,12768,15677,19284,0.482346089,0.517653911,0.272880514,0.1831522,0.352158196,0.191809518,0.818815255,0.16026418,0.005476448,0.006724176,0.00827129
1988,Arkansas,AR,Arkansas_1988,AR_1988,2337867,1127398,1210469,631180,423369,832643,450675,1914300,373735,12770,16883,19482,0.482233592,0.517766408,0.269981141,0.181091995,0.356154991,0.192771873,0.818823312,0.159861532,0.005462244,0.00722154,0.008333237
1989,Arkansas,AR,Arkansas_1989,AR_1989,2344296,1130237,1214059,626155,419731,844252,454159,1919584,373823,12771,18090,19679,0.482122138,0.517877862,0.267097244,0.179043517,0.360130291,0.193729375,0.818831752,0.159460665,0.005447691,0.007716602,0.008394418
1990,Arkansas,AR,Arkansas_1990,AR_1990,2350725,1133076,1217649,621131,416092,855860,457642,1924868,373912,12773,19296,19876,0.482011294,0.517988706,0.264229546,0.177005817,0.364083421,0.194681215,0.818840145,0.159062417,0.005433643,0.008208531,0.008455264
1991,Arkansas,AR,Arkansas_1991,AR_1991,2382993,1150238,1232755,627055,418324,876595,461019,1937554,378416,13277,23596,26575,0.482686269,0.517313731,0.263137575,0.175545627,0.367854627,0.193462171,0.813075825,0.15879862,0.005571565,0.009901834,0.011151942
1992,Arkansas,AR,Arkansas_1992,AR_1992,2415260,1167399,1247861,632979,420556,897330,464395,1950241,382920,13780,27897,33274,0.483342994,0.516657006,0.26207489,0.174124525,0.371525219,0.192275366,0.807466277,0.158541938,0.00570539,0.011550309,0.013776571
1993,Arkansas,AR,Arkansas_1993,AR_1993,2447527,1184561,1262966,638902,422788,918065,467772,1962927,387423,14284,32197,39973,0.483982812,0.516017188,0.261039817,0.172740893,0.375099029,0.191120261,0.802004227,0.158291614,0.005836095,0.013154911,0.016331996
1994,Arkansas,AR,Arkansas_1994,AR_1994,2479795,1201723,1278072,644826,425020,938800,471149,1975614,391927,14787,36498,46672,0.484605784,0.515394216,0.260031978,0.1713932,0.378579681,0.189995141,0.796684403,0.158048145,0.005962993,0.014718152,0.018820911
1995,Arkansas,AR,Arkansas_1995,AR_1995,2512063,1218885,1293178,650750,427252,959535,474526,1988300,396431,15291,40798,53371,0.485212751,0.514787249,0.259050032,0.170080129,0.381970914,0.188898925,0.79150085,0.157810931,0.006087029,0.016240835,0.021245884
1996,Arkansas,AR,Arkansas_1996,AR_1996,2544330,1236046,1308284,656674,429484,980270,477902,2000986,400935,15794,45098,60070,0.485804121,0.514195879,0.258093093,0.168800431,0.385276281,0.187830195,0.786449085,0.157579795,0.006207528,0.017724902,0.023609359
1997,Arkansas,AR,Arkansas_1997,AR_1997,2576598,1253208,1323390,662598,431716,1001005,481279,2013673,405439,16298,49399,66769,0.486380879,0.513619121,0.257160023,0.167552719,0.38849871,0.186788548,0.781523932,0.157354387,0.006325395,0.01917218,0.025913627
1998,Arkansas,AR,Arkansas_1998,AR_1998,2608865,1270370,1338495,668521,433948,1021740,484656,2026359,409942,16801,53699,73468,0.486943556,0.513056444,0.256249748,0.166335935,0.391641576,0.18577274,0.776720528,0.157134233,0.006439965,0.02058328,0.028160905
1999,Arkansas,AR,Arkansas_1999,AR_1999,2641132,1287531,1353601,674445,436180,1042475,488032,2039046,414446,17305,58000,80167,0.487492106,0.512507894,0.255362095,0.165148883,0.394707648,0.184781374,0.77203487,0.156919836,0.006552115,0.021960281,0.030353273
