year,state,abbrev,col,combo1,combo2,total_population,total_male,total_female,age_under18,age_18to29,age_30to59,age_60over,race_white,race_black,race_natamer,race_asian,race_hispanic
1999,Kansas,KS,17,Kansas_1999,KS_1999,2667334,1317091,1350243,707855,449302,1056047,454129,2305748,153086,24639,133014,178794
2000,Kansas,KS,17,Kansas_2000,KS_2000,2688418,1328474,1359944,712993,448567,1072021,454837,2313944,154198,24936,138844,188252
2001,Kansas,KS,17,Kansas_2001,KS_2001,2704888,1337167,1367721,714388,452305,1106958,461838,2321654,155565,25257,142972,199431
2002,Kansas,KS,17,Kansas_2002,KS_2002,2721358,1345861,1375497,715782,456042,1141895,468840,2329364,156931,25579,147101,210610
2003,Kansas,KS,17,Kansas_2003,KS_2003,2737828,1354554,1383274,717177,459780,1176832,475841,2337074,158298,25900,151229,221789
2004,Kansas,KS,17,Kansas_2004,KS_2004,2754298,1363248,1391050,718571,463517,1211769,482843,2344784,159664,26222,155357,232968
2005,Kansas,KS,17,Kansas_2005,KS_2005,2770768,1371941,1398827,719966,467255,1246706,489844,2352494,161031,26543,159486,244147
2006,Kansas,KS,17,Kansas_2006,KS_2006,2787238,1380634,1406604,721361,470992,1281643,496845,2360204,162398,26864,163614,255326
2007,Kansas,KS,17,Kansas_2007,KS_2007,2803708,1389328,1414380,722755,474730,1316580,503847,2367914,163764,27186,167742,266505
2008,Kansas,KS,17,Kansas_2008,KS_2008,2820178,1398021,1422157,724150,478467,1351517,510848,2375624,165131,27507,171870,277684
2009,Kansas,KS,17,Kansas_2009,KS_2009,2836648,1406715,1429933,725544,482205,1386454,517850,2383334,166497,27829,175999,288863
2010,Kansas,KS,17,Kansas_2010,KS_2010,2853118,1415408,1437710,726939,485942,1421391,524851,2391044,167864,28150,180127,300042
2011,Kansas,KS,17,Kansas_2011,KS_2011,2869588,1424101,1445487,728334,489680,1456328,531852,2398754,169231,28471,184255,311221
2012,Kansas,KS,17,Kansas_2012,KS_2012,2886058,1432795,1453263,729728,493417,1491265,538854,2406464,170597,28793,188384,322400
2013,Kansas,KS,17,Kansas_2013,KS_2013,2902528,1441488,1461040,731123,497155,1526202,545855,2414174,171964,29114,192512,333579
2014,Kansas,KS,17,Kansas_2014,KS_2014,2918998,1450182,1468816,732517,500892,1561139,552857,2421884,173330,29436,196640,344758
2015,Kansas,KS,17,Kansas_2015,KS_2015,2935468,1458875,1476593,733912,504630,1596076,559858,2429594,174697,29757,200769,355937
2016,Kansas,KS,17,Kansas_2016,KS_2016,2951938,1467568,1484370,735307,508367,1631013,566859,2437304,176064,30078,204897,367116
2017,Kansas,KS,17,Kansas_2017,KS_2017,2968408,1476262,1492146,736701,512105,1665950,573861,2445014,177430,30400,209025,378295
2018,Kansas,KS,17,Kansas_2018,KS_2018,2984878,1484955,1499923,738096,515842,1700887,580862,2452724,178797,30721,213153,389474
1970,Kentucky,KY,18,Kentucky_1970,KY_1970,3218706,1579036,1639670,1114042,595927,1031830,476907,2981766,230793,1531,4616,44749
1971,Kentucky,KY,18,Kentucky_1971,KY_1971,3262913,1600036,1662877,1110911,616440,1049986,485576,3021615,233643,1838,5337,43015
1972,Kentucky,KY,18,Kentucky_1972,KY_1972,3307121,1621037,1686084,1107780,636952,1068143,494246,3061464,236492,2145,6057,41280
1973,Kentucky,KY,18,Kentucky_1973,KY_1973,3351327,1642037,1709290,1104648,657465,1086299,502915,3101313,239342,2452,6778,39546
1974,Kentucky,KY,18,Kentucky_1974,KY_1974,3395534,1663037,1732497,1101517,677977,1104455,511585,3141162,242191,2759,7499,37812
1975,Kentucky,KY,18,Kentucky_1975,KY_1975,3439742,1684038,1755704,1098386,698490,1122612,520254,3181011,245041,3066,8220,36078
1976,Kentucky,KY,18,Kentucky_1976,KY_1976,3483949,1705038,1778911,1095255,719003,1140768,528923,3220860,247891,3373,8940,34343
1977,Kentucky,KY,18,Kentucky_1977,KY_1977,3528156,1726038,1802118,1092124,739515,1158924,537593,3260709,250740,3680,9661,32609
1978,Kentucky,KY,18,Kentucky_1978,KY_1978,3572362,1747038,1825324,1088992,760028,1177080,546262,3300558,253590,3987,10382,30875
1979,Kentucky,KY,18,Kentucky_1979,KY_1979,3616570,1768039,1848531,1085861,780540,1195237,554932,3340407,256439,4294,11102,29140
1980,Kentucky,KY,18,Kentucky_1980,KY_1980,3660777,1789039,1871738,1082730,801053,1213393,563601,3380256,259289,4601,11823,27406
1981,Kentucky,KY,18,Kentucky_1981,KY_1981,3663229,1788659,1874570,1069866,791076,1232361,569925,3381414,259651,4718,13120,26864
1982,Kentucky,KY,18,Kentucky_1982,KY_1982,3665681,1788278,1877403,1057003,781099,1251330,576250,3382571,260013,4835,14416,26322
1983,Kentucky,KY,18,Kentucky_1983,KY_1983,3668133,1787898,1880235,1044139,771122,1270298,582574,3383729,260374,4951,15713,25779
1984,Kentucky,KY,18,Kentucky_1984,KY_1984,3670584,1787517,1883067,1031276,761145,1289266,588898,3384886,260736,5068,17009,25237
1985,Kentucky,KY,18,Kentucky_1985,KY_1985,3673037,1787137,1885900,1018412,751168,1308235,595223,3386044,261098,5185,18306,24695
1986,Kentucky,KY,18,Kentucky_1986,KY_1986,3675489,1786757,1888732,1005548,741190,1327203,601547,3387202,261460,5302,19602,24153
1987,Kentucky,KY,18,Kentucky_1987,KY_1987,3677940,1786376,1891564,992685,731213,1346171,607871,3388359,261822,5419,20899,23611
1988,Kentucky,KY,18,Kentucky_1988,KY_1988,3680392,1785996,1894396,979821,721236,1365139,614195,3389517,262183,5535,22195,23068
1989,Kentucky,KY,18,Kentucky_1989,KY_1989,3682844,1785615,1897229,966958,711259,1384108,620520,3390674,262545,5652,23492,22526
1990,Kentucky,KY,18,Kentucky_1990,KY_1990,3685296,1785235,1900061,954094,701282,1403076,626844,3391832,262907,5769,24788,21984
1991,Kentucky,KY,18,Kentucky_1991,KY_1991,3720943,1804248,1916695,958166,699453,1431874,631450,3416738,266216,6054,27692,25780
1992,Kentucky,KY,18,Kentucky_1992,KY_1992,3756591,1823262,1933329,962239,697624,1460672,636056,3441643,269524,6338,30596,29575
1993,Kentucky,KY,18,Kentucky_1993,KY_1993,3792238,1842275,1949963,966311,695795,1489469,640662,3466549,272833,6623,33500,33371
1994,Kentucky,KY,18,Kentucky_1994,KY_1994,3827885,1861288,1966597,970384,693966,1518267,645268,3491455,276142,6908,36404,37166
1995,Kentucky,KY,18,Kentucky_1995,KY_1995,3863533,1880302,1983231,974456,692137,1547065,649875,3516361,279451,7193,39308,40962
1996,Kentucky,KY,18,Kentucky_1996,KY_1996,3899180,1899315,1999865,978528,690308,1575863,654481,3541266,282759,7477,42211,44757
1997,Kentucky,KY,18,Kentucky_1997,KY_1997,3934827,1918328,2016499,982601,688479,1604661,659087,3566172,286068,7762,45115,48553
1998,Kentucky,KY,18,Kentucky_1998,KY_1998,3970474,1937341,2033133,986673,686650,1633458,663693,3591078,289377,8047,48019,52348
1999,Kentucky,KY,18,Kentucky_1999,KY_1999,4006122,1956355,2049767,990746,684821,1662256,668299,3615983,292685,8331,50923,56144
2000,Kentucky,KY,18,Kentucky_2000,KY_2000,4041769,1975368,2066401,994818,682992,1691054,672905,3640889,295994,8616,53827,59939
2001,Kentucky,KY,18,Kentucky_2001,KY_2001,4071528,1991326,2080202,997673,684503,1742537,688534,3657754,300147,8766,59143,67229
2002,Kentucky,KY,18,Kentucky_2002,KY_2002,4101289,2007285,2094004,1000529,686013,1794020,704163,3674619,304299,8917,64458,74518
2003,Kentucky,KY,18,Kentucky_2003,KY_2003,4131048,2023243,2107805,1003384,687524,1845503,719791,3691483,308452,9067,69774,81808
2004,Kentucky,KY,18,Kentucky_2004,KY_2004,4160809,2039202,2121607,1006239,689034,1896986,735420,3708348,312604,9218,75089,89098
2005,Kentucky,KY,18,Kentucky_2005,KY_2005,4190568,2055160,2135408,1009095,690545,1948469,751049,3725213,316757,9368,80405,96388
2006,Kentucky,KY,18,Kentucky_2006,KY_2006,4220327,2071118,2149209,1011950,692055,1999951,766678,3742078,320910,9518,85720,103677
2007,Kentucky,KY,18,Kentucky_2007,KY_2007,4250088,2087077,2163011,1014805,693566,2051434,782307,3758943,325062,9669,91036,110967
2008,Kentucky,KY,18,Kentucky_2008,KY_2008,4279847,2103035,2176812,1017660,695076,2102917,797935,3775807,329215,9819,96351,118257
2009,Kentucky,KY,18,Kentucky_2009,KY_2009,4309608,2118994,2190614,1020516,696587,2154400,813564,3792672,333367,9970,101667,125546
2010,Kentucky,KY,18,Kentucky_2010,KY_2010,4339367,2134952,2204415,1023371,698097,2205883,829193,3809537,337520,10120,106982,132836
2011,Kentucky,KY,18,Kentucky_2011,KY_2011,4369126,2150910,2218216,1026226,699608,2257366,844822,3826402,341673,10270,112298,140126
2012,Kentucky,KY,18,Kentucky_2012,KY_2012,4398887,2166869,2232018,1029082,701118,2308849,860451,3843267,345825,10421,117613,147415
2013,Kentucky,KY,18,Kentucky_2013,KY_2013,4428646,2182827,2245819,1031937,702629,2360332,876079,3860131,349978,10571,122929,154705
2014,Kentucky,KY,18,Kentucky_2014,KY_2014,4458407,2198786,2259621,1034792,704139,2411815,891708,3876996,354130,10722,128244,161995
2015,Kentucky,KY,18,Kentucky_2015,KY_2015,4488166,2214744,2273422,1037648,705650,2463298,907337,3893861,358283,10872,133560,169285
2016,Kentucky,KY,18,Kentucky_2016,KY_2016,4517925,2230702,2287223,1040503,707160,2514780,922966,3910726,362436,11022,138875,176574
2017,Kentucky,KY,18,Kentucky_2017,KY_2017,4547686,2246661,2301025,1043358,708671,2566263,938595,3927591,366588,11173,144191,183864
2018,Kentucky,KY,18,Kentucky_2018,KY_2018,4577445,2262619,2314826,1046213,710181,2617746,954223,3944455,370741,11323,149506,191154
1970,Louisiana,LA,19,Louisiana_1970,LA_1970,3641306,1771484,1869822,1387757,677579,1127139,448831,2541498,1086832,5294,7682,70523
1971,Louisiana,LA,19,Louisiana_1971,LA_1971,3697765,1798325,1899440,1382028,706220,1148968,460549,2578879,1101996,6058,9426,73384
1972,Louisiana,LA,19,Louisiana_1972,LA_1972,3754225,1825166,1929059,1376299,734861,1170797,472267,2616260,1117160,6822,11170,76245
1973,Louisiana,LA,19,Louisiana_1973,LA_1973,3810684,1852007,1958677,1370570,763503,1192626,483985,2653642,1132324,7585,12914,79106
1974,Louisiana,LA,19,Louisiana_1974,LA_1974,3867144,1878848,1988296,1364841,792144,1214455,495703,2691023,1147488,8349,14658,81967
1975,Louisiana,LA,19,Louisiana_1975,LA_1975,3923603,1905689,2017914,1359113,820785,1236285,507421,2728404,1162652,9113,16403,84829
1976,Louisiana,LA,19,Louisiana_1976,LA_1976,3980062,1932530,2047532,1353384,849426,1258114,519139,2765785,1177816,9877,18147,87690
1977,Louisiana,LA,19,Louisiana_1977,LA_1977,4036522,1959371,2077151,1347655,878067,1279943,530857,2803166,1192980,10641,19891,90551
1978,Louisiana,LA,19,Louisiana_1978,LA_1978,4092981,1986212,2106769,1341926,906709,1301772,542575,2840548,1208144,11404,21635,93412
1979,Louisiana,LA,19,Louisiana_1979,LA_1979,4149441,2013053,2136388,1336197,935350,1323601,554293,2877929,1223308,12168,23379,96273
1980,Louisiana,LA,19,Louisiana_1980,LA_1980,4205900,2039894,2166006,1330468,963991,1345430,566011,2915310,1238472,12932,25123,99134
1981,Louisiana,LA,19,Louisiana_1981,LA_1981,4207307,2039043,2168264,1320148,948581,1365172,573407,2907693,1244553,13493,28912,98525
1982,Louisiana,LA,19,Louisiana_1982,LA_1982,4208714,2038192,2170522,1309828,933170,1384914,580802,2900076,1250634,14054,32701,97916
1983,Louisiana,LA,19,Louisiana_1983,LA_1983,4210122,2037342,2172780,1299508,917760,1404656,588198,2892458,1256715,14615,36490,97307
1984,Louisiana,LA,19,Louisiana_1984,LA_1984,4211529,2036491,2175038,1289188,902349,1424398,595594,2884841,1262796,15176,40279,96698
1985,Louisiana,LA,19,Louisiana_1985,LA_1985,4212937,2035640,2177297,1278869,886939,1444140,602990,2877224,1268877,15737,44068,96089
1986,Louisiana,LA,19,Louisiana_1986,LA_1986,4214344,2034789,2179555,1268549,871528,1463882,610385,2869607,1274957,16297,47857,95480
1987,Louisiana,LA,19,Louisiana_1987,LA_1987,4215751,2033938,2181813,1258229,856118,1483624,617781,2861990,1281038,16858,51646,94871
1988,Louisiana,LA,19,Louisiana_1988,LA_1988,4217159,2033088,2184071,1247909,840707,1503366,625177,2854372,1287119,17419,55435,94262
1989,Louisiana,LA,19,Louisiana_1989,LA_1989,4218566,2032237,2186329,1237589,825297,1523108,632572,2846755,1293200,17980,59224,93653
1990,Louisiana,LA,19,Louisiana_1990,LA_1990,4219973,2031386,2188587,1227269,809886,1542850,639968,2839138,1299281,18541,63013,93044
1991,Louisiana,LA,19,Louisiana_1991,LA_1991,4244874,2044538,2200336,1226522,805894,1567765,644693,2840840,1314547,19235,65425,94513
1992,Louisiana,LA,19,Louisiana_1992,LA_1992,4269773,2057689,2212084,1225775,801901,1592680,649418,2842543,1329814,19928,67836,95983
1993,Louisiana,LA,19,Louisiana_1993,LA_1993,4294674,2070841,2223833,1225028,797909,1617595,654142,2844245,1345080,20622,70248,97452
1994,Louisiana,LA,19,Louisiana_1994,LA_1994,4319574,2083993,2235581,1224281,793916,1642510,658867,2845947,1360346,21315,72659,98922
1995,Louisiana,LA,19,Louisiana_1995,LA_1995,4344475,2097145,2247330,1223534,789924,1667425,663592,2847650,1375613,22009,75071,100391
1996,Louisiana,LA,19,Louisiana_1996,LA_1996,4369375,2110296,2259079,1222787,785932,1692339,668317,2849352,1390879,22703,77483,101860
1997,Louisiana,LA,19,Louisiana_1997,LA_1997,4394275,2123448,2270827,1222040,781939,1717254,673042,2851054,1406145,23396,79894,103330
1998,Louisiana,LA,19,Louisiana_1998,LA_1998,4419176,2136600,2282576,1221293,777947,1742169,677766,2852756,1421411,24090,82306,104799
1999,Louisiana,LA,19,Louisiana_1999,LA_1999,4444075,2149751,2294324,1220546,773954,1767084,682491,2854459,1436678,24783,84717,106269
2000,Louisiana,LA,19,Louisiana_2000,LA_2000,4468976,2162903,2306073,1219799,769962,1791999,687216,2856161,1451944,25477,87129,107738
2001,Louisiana,LA,19,Louisiana_2001,LA_2001,4475416,2168542,2306874,1209621,773711,1844699,698580,2854164,1451989,25987,92548,116220
2002,Louisiana,LA,19,Louisiana_2002,LA_2002,4481855,2174181,2307674,1199442,777461,1897399,709943,2852167,1452034,26497,97968,124702
2003,Louisiana,LA,19,Louisiana_2003,LA_2003,4488295,2179820,2308475,1189264,781210,1950098,721307,2850170,1452080,27008,103387,133185
2004,Louisiana,LA,19,Louisiana_2004,LA_2004,4494735,2185459,2309276,1179085,784960,2002798,732670,2848173,1452125,27518,108806,141667
2005,Louisiana,LA,19,Louisiana_2005,LA_2005,4501175,2191098,2310077,1168907,788709,2055498,744034,2846177,1452170,28028,114226,150149
2006,Louisiana,LA,19,Louisiana_2006,LA_2006,4507613,2196736,2310877,1158729,792458,2108198,755398,2844180,1452215,28538,119645,158631
